1.018333333333333357e+01,2.181666666666666643e+01,2.665000000000000213e+01,4.502836169502836583e+01,5.347512979400435285e+01,5.195549561699258589e+01,5.244922341696535284e+01,5.377606448221482793e+01,5.277469478357380694e+01,5.302124149309136669e+01
9.666666666666666075e+00,2.103333333333333499e+01,3.181666666666666643e+01,5.203536870203537035e+01,5.832494125545485275e+01,5.772811918063314351e+01,5.857560639944951220e+01,5.907637655417406819e+01,5.806147463699792155e+01,5.781049935979513066e+01
1.001666666666666750e+01,2.260000000000000142e+01,3.009999999999999787e+01,4.939136234784059099e+01,5.730749958242859776e+01,5.582760355525741858e+01,5.769035102594539666e+01,5.737562835846766518e+01,5.632601198039571955e+01,5.676926171796419140e+01
9.666666666666666075e+00,2.069999999999999929e+01,2.582958145739536349e+01,4.523729946524064616e+01,5.372608257804631648e+01,5.246096401900882711e+01,5.234713320630521594e+01,5.223613595706618895e+01,5.220030349013656945e+01,5.181205225453012986e+01
1.006666666666666643e+01,2.219999999999999929e+01,2.933333333333333215e+01,5.070892410341951972e+01,5.739377718300434594e+01,5.675539083557951159e+01,5.717703349282297154e+01,5.753618072714436948e+01,5.754169008806445618e+01,5.695876288659793829e+01
1.006666666666666643e+01,1.738333333333333286e+01,2.657109518253042424e+01,5.122561280640319836e+01,5.810336176618163506e+01,5.714044279195537968e+01,5.726819198348529483e+01,5.881934566145092447e+01,5.795864162398027020e+01,5.678903140203449595e+01
1.063333333333333286e+01,1.980000000000000071e+01,2.976666666666666927e+01,4.413482396128816987e+01,5.356903485254691333e+01,5.239783856805133411e+01,5.333447040764114178e+01,5.408573928258967101e+01,5.348620432513050105e+01,5.341407391939861782e+01
9.950000000000001066e+00,2.250000000000000000e+01,2.986666666666667069e+01,5.159299416180149933e+01,5.811851355875460001e+01,5.743494423791821646e+01,5.842465753424657038e+01,5.846372688477951840e+01,5.811458133742095811e+01,5.927045111159075930e+01
9.633333333333334636e+00,2.108333333333333570e+01,3.748333333333333428e+01,4.975813177648040408e+01,5.298157453936348560e+01,5.267857142857143060e+01,5.379876796714578546e+01,5.375886524822695378e+01,5.297787861599546488e+01,5.349143610013175021e+01
9.766666666666665719e+00,1.751666666666666572e+01,2.898333333333333428e+01,4.693026359693026706e+01,5.606694560669455996e+01,5.565687267814926997e+01,5.747422680412370966e+01,5.679688881032349457e+01,5.797540208136234696e+01,5.741949521322889893e+01
