5.745257452574525914e-01,6.143911439114391193e-01,6.277348777348776832e-01,6.304347826086956763e-01,6.409968146899006625e-01,6.341678420310296049e-01,6.367851622874807216e-01,6.428934440115195992e-01
5.542168674698795261e-01,6.474769012082445263e-01,6.639650872817954852e-01,6.704519645696116470e-01,6.773697365891174771e-01,6.696364932287954819e-01,6.730604555574584147e-01,6.730443616661022643e-01
5.925925925925925597e-01,6.482542991141219124e-01,6.484935437589669505e-01,6.583058305830583601e-01,6.634725948639325077e-01,6.603571428571428648e-01,6.538726333907056709e-01,6.513761467889908063e-01
5.977011494252874035e-01,6.333917104495038197e-01,6.326237054085155354e-01,6.502839667977282634e-01,6.512077294685990614e-01,6.446339729921819472e-01,6.518454935622317592e-01,6.492297274420179010e-01
6.406685236768802083e-01,6.473131562693020813e-01,6.529666254635352329e-01,6.537949400798934718e-01,6.511717249327698687e-01,6.530539772727272929e-01,6.448566031255367204e-01,6.467400508044029994e-01
6.328828828828828579e-01,6.476470588235294645e-01,6.710239651416122220e-01,6.648745519713261665e-01,6.655159186804756599e-01,6.718582169709989005e-01,6.736660929432013445e-01,6.739833248255913123e-01
5.767045454545454142e-01,6.032707450030284635e-01,6.313737252549490586e-01,6.379386939138160795e-01,6.300952380952380416e-01,6.372531578011030318e-01,6.299589603283173300e-01,6.361482484345912791e-01
5.232815964523281904e-01,6.118918918918918592e-01,6.325140657388214072e-01,6.383297644539615012e-01,6.390778533635675940e-01,6.430088495575221330e-01,6.414546696260884362e-01,6.433779888078684506e-01
5.829959514170039991e-01,6.352657004830918330e-01,6.669741697416974313e-01,6.557876414273281496e-01,6.599770642201835402e-01,6.573476702508960212e-01,6.623689186866081879e-01,6.537282941777323719e-01
6.964980544747081392e-01,6.596351197263398136e-01,6.597744360902255689e-01,6.659257612802844672e-01,6.600152033447358457e-01,6.601168348380244133e-01,6.582604220277921137e-01,6.635022885234785894e-01
