3.017312870121727109e+00,3.039619757955751567e+00,3.052562464297138511e+00,3.077584401439354522e+00,3.098375336710373240e+00,3.100485670171590158e+00,3.196043199711293692e+00,3.315660756905100648e+00
3.202391565375591220e+00,3.146236575144273129e+00,3.136701465874790706e+00,3.135432954058032351e+00,3.124273005238090484e+00,3.126759212591855075e+00,3.219851347948052389e+00,3.333424522535154200e+00
3.038408056743318930e+00,3.107709315949859885e+00,3.156292525710852281e+00,3.148374467784742059e+00,3.148146419081017555e+00,3.151353241224553514e+00,3.235885723919119883e+00,3.354804686668241054e+00
2.941780758385005079e+00,2.990143525926275636e+00,3.014459307161491353e+00,3.035367734967263420e+00,3.038081191745962251e+00,3.056771422913062253e+00,3.178162963612686021e+00,3.301700088918483544e+00
3.082789418225948985e+00,3.110049474638270972e+00,3.133495763822622848e+00,3.129349474044276214e+00,3.146334466071828651e+00,3.159670228417263971e+00,3.240054549039626419e+00,3.355626193449320116e+00
2.999815060765621766e+00,3.001070108943864501e+00,3.048518873808357732e+00,3.059829371212453353e+00,3.079625076615315482e+00,3.083277633163071130e+00,3.195242380644966573e+00,3.313991984504894184e+00
3.029023798277643564e+00,3.082096132963768831e+00,3.099449676026704736e+00,3.129006052527850468e+00,3.142795357402720313e+00,3.141271516043305123e+00,3.230010805465396206e+00,3.344937081335336071e+00
3.043480586328001003e+00,3.097102513749855124e+00,3.116778547067277749e+00,3.130911407806011404e+00,3.135633870833198777e+00,3.140301585351011227e+00,3.232223733432879165e+00,3.343548676489129345e+00
3.125904278524824775e+00,3.114449356075482900e+00,3.136592820337496423e+00,3.151707664581410828e+00,3.152150014776809783e+00,3.146067640627183692e+00,3.229900244877398130e+00,3.345611204418838636e+00
3.069747713023391000e+00,3.051172202072001127e+00,3.072702921171827306e+00,3.083433084459968221e+00,3.087472738852536036e+00,3.096033185790776798e+00,3.200395306984948895e+00,3.317945314005852797e+00
