4.436728395061728669e-01,4.650576368876080946e-01,4.993924665856622203e-01,5.061454765262946021e-01,5.168372093023255731e-01,5.178947368421052966e-01,5.162226775956284541e-01,5.211362867771389684e-01
5.023659305993690705e-01,5.299940011997600342e-01,5.405709148123173380e-01,5.515248156268686142e-01,5.571691176470587870e-01,5.568736915561758316e-01,5.613167320484393485e-01,5.623095157466982963e-01
4.692015209125475206e-01,5.093657574761748519e-01,5.229482251865249509e-01,5.295499021526418604e-01,5.371500358937545405e-01,5.295343988881167085e-01,5.356533606277721349e-01,5.422154677473826068e-01
4.578729281767955905e-01,4.832551908908238603e-01,5.158508158508158248e-01,5.300395256916996534e-01,5.307734705125849439e-01,5.287176817629706260e-01,5.337069111903548491e-01,5.335355578024940648e-01
4.836546521374685548e-01,5.092562520298797857e-01,5.262206148282098095e-01,5.237815619495008734e-01,5.365765765765765360e-01,5.394283746556474135e-01,5.391274826005771903e-01,5.455617315142328172e-01
4.888729361091170289e-01,5.386334610472541806e-01,5.415492957746478320e-01,5.436507936507936067e-01,5.579391272460579865e-01,5.619114056505057908e-01,5.618934105227311182e-01,5.689684281614046935e-01
4.811827956989247479e-01,5.056109725685785650e-01,5.057471264367816577e-01,5.225541886350322240e-01,5.222402305060327432e-01,5.150259067357513265e-01,5.152905198776758233e-01,5.195286195286195063e-01
4.833091436865021850e-01,5.201685731487055708e-01,5.331655992680695011e-01,5.418047164295458629e-01,5.460288808664259808e-01,5.467451523545706626e-01,5.545346265101241956e-01,5.485232067510548148e-01
4.696755994358250974e-01,4.878587196467991105e-01,5.090661831368993306e-01,5.189481825212683974e-01,5.273086597197269576e-01,5.253296321998611740e-01,5.314518871132267730e-01,5.306639635073492345e-01
4.462596732588134385e-01,4.979166666666666741e-01,5.174953959484346333e-01,5.301463414634146609e-01,5.181309760057730696e-01,5.312607944732297138e-01,5.361875637104994707e-01,5.265471761920865745e-01
