1.006666666666666643e+01,2.156666666666666643e+01,3.778555944638986119e+01,5.863918216859392629e+01,6.677413880875616314e+01,6.461645989865455419e+01,6.622165325530357904e+01,6.664664664664664429e+01,6.580976863753213024e+01,6.348728246318607660e+01
9.183333333333333570e+00,2.550000000000000000e+01,3.834611537179059582e+01,5.165074576839282372e+01,6.274643099932018941e+01,5.998600909408884263e+01,6.109483705602342951e+01,6.113432835820895406e+01,6.042296072507552651e+01,5.788804071246818950e+01
1.001666666666666750e+01,3.131666666666666643e+01,3.891297099033010909e+01,5.712853083737255844e+01,6.483237385709448120e+01,6.436861250649576505e+01,6.559198542805100374e+01,6.543434343434343248e+01,6.505164781111658101e+01,6.314275440489032576e+01
1.011666666666666714e+01,3.000000000000000000e+01,4.324054009001500276e+01,5.976915356306457028e+01,6.587301587301587347e+01,6.497135913903836979e+01,6.574615947329918697e+01,6.609218436873747748e+01,6.581133919843597369e+01,6.639078805325657129e+01
1.021666666666666679e+01,2.788333333333333286e+01,3.776888444222111474e+01,5.601604278074866272e+01,6.501600134748188964e+01,6.376937815711548296e+01,6.563014450338393146e+01,6.588375796178344501e+01,6.548565919498673793e+01,6.470165348670022354e+01
9.616666666666667140e+00,3.019999999999999929e+01,4.356237491661107697e+01,6.085498742665549088e+01,6.961118690313779211e+01,6.815533980582524975e+01,6.982024597918638165e+01,7.015906680805939288e+01,6.924708377518558677e+01,6.779400461183703896e+01
9.800000000000000711e+00,2.971666666666666856e+01,4.311207471647765033e+01,6.013728444667670914e+01,6.745682356925161116e+01,6.578446635530184494e+01,6.745903115433100083e+01,6.742570436125048161e+01,6.701921001510899600e+01,6.673029724570494636e+01
1.018333333333333357e+01,2.931666666666666998e+01,4.141380460153384035e+01,6.187761944677284731e+01,6.951780541829954529e+01,6.890490420108982050e+01,6.956602373887240276e+01,7.012295081967214117e+01,6.961557417447018281e+01,6.931698774080560099e+01
9.633333333333334636e+00,2.838333333333333286e+01,3.775000000000000000e+01,5.409507923269391227e+01,6.162107736197348373e+01,5.960197312468107356e+01,6.179678033581443941e+01,6.205828779599271883e+01,6.139683810286171450e+01,6.110562685093780999e+01
9.766666666666665719e+00,3.248333333333333428e+01,4.263333333333333286e+01,6.289971538590323519e+01,7.049347125657114077e+01,6.955838715308081532e+01,7.060026017468872794e+01,7.132383745286971077e+01,6.991636173549399302e+01,7.142255892255892036e+01
