0.000000000000000000e+00,2.500000000000000052e-03,4.933333333333333320e-02,2.084999999999999909e-01,4.016666666666666718e-01,5.111666666666666581e-01,5.796666666666666634e-01,6.029999999999999805e-01
0.000000000000000000e+00,3.333333333333333547e-03,7.016666666666666885e-02,2.093333333333333435e-01,3.491666666666666807e-01,4.535000000000000142e-01,5.371666666666666812e-01,5.583333333333333481e-01
0.000000000000000000e+00,3.333333333333333547e-03,6.216666666666666868e-02,1.936666666666666536e-01,3.430000000000000271e-01,4.719999999999999751e-01,5.621666666666667034e-01,5.963333333333333819e-01
0.000000000000000000e+00,2.000000000000000042e-03,5.949999999999999734e-02,1.986666666666666581e-01,3.568333333333333357e-01,5.043333333333333002e-01,5.753333333333333632e-01,5.996666666666666812e-01
0.000000000000000000e+00,1.666666666666666774e-03,2.783333333333333492e-02,1.671666666666666579e-01,3.561666666666666869e-01,4.746666666666666812e-01,5.568333333333332913e-01,5.895000000000000240e-01
0.000000000000000000e+00,1.000000000000000021e-03,6.316666666666666263e-02,1.975000000000000089e-01,3.548333333333333339e-01,4.761666666666666825e-01,5.728333333333333055e-01,6.096666666666666901e-01
0.000000000000000000e+00,9.166666666666666713e-03,1.031666666666666704e-01,2.926666666666666861e-01,4.508333333333333082e-01,5.380000000000000338e-01,6.019999999999999796e-01,6.199999999999999956e-01
0.000000000000000000e+00,1.333333333333333289e-03,7.599999999999999811e-02,2.404999999999999916e-01,3.903333333333333099e-01,5.151666666666666616e-01,5.958333333333333259e-01,6.274999999999999467e-01
0.000000000000000000e+00,1.116666666666666675e-02,1.131666666666666654e-01,3.143333333333333535e-01,4.575000000000000178e-01,5.340000000000000302e-01,5.831666666666667220e-01,5.929999999999999716e-01
0.000000000000000000e+00,6.666666666666666444e-04,4.533333333333333659e-02,1.806666666666666698e-01,3.543333333333333335e-01,4.909999999999999920e-01,5.951666666666666217e-01,6.353333333333333055e-01
