1.018333333333333357e+01,1.905000000000000071e+01,2.906666666666666998e+01,4.254999999999999716e+01,4.500000000000000000e+01,4.445000000000000284e+01,4.436666666666666714e+01,4.328333333333333144e+01,4.131666666666666998e+01,3.685000000000000142e+01
9.666666666666666075e+00,1.838333333333333286e+01,2.746666666666666856e+01,4.114999999999999858e+01,4.360000000000000142e+01,4.331666666666666288e+01,4.335000000000000142e+01,4.200000000000000000e+01,4.015000000000000568e+01,3.696666666666666146e+01
1.073333333333333428e+01,2.201666666666666927e+01,2.858333333333333215e+01,4.191666666666667140e+01,4.386666666666666714e+01,4.354999999999999716e+01,4.379999999999999716e+01,4.289999999999999858e+01,4.138333333333333286e+01,3.743333333333333712e+01
9.716666666666666785e+00,1.816666666666666785e+01,2.723333333333333073e+01,3.996666666666666856e+01,4.241666666666667140e+01,4.225000000000000000e+01,4.156666666666666998e+01,4.026666666666666572e+01,3.985000000000000142e+01,3.536666666666666714e+01
1.021666666666666679e+01,1.633333333333333215e+01,3.051666666666666572e+01,4.279999999999999716e+01,4.533333333333332860e+01,4.461666666666666714e+01,4.451666666666666572e+01,4.345000000000000284e+01,4.154999999999999716e+01,3.731666666666666288e+01
9.733333333333332504e+00,2.050000000000000000e+01,3.009999999999999787e+01,4.351666666666666572e+01,4.489999999999999858e+01,4.510000000000000142e+01,4.475000000000000000e+01,4.336666666666666714e+01,4.146666666666666856e+01,3.754999999999999716e+01
9.650000000000000355e+00,2.096666666666666856e+01,2.873333333333333428e+01,4.136666666666666714e+01,4.451666666666666572e+01,4.429999999999999716e+01,4.333333333333333570e+01,4.248333333333333428e+01,4.138333333333333286e+01,3.768333333333333712e+01
1.001666666666666750e+01,1.973333333333333428e+01,2.810000000000000142e+01,4.153333333333333144e+01,4.395000000000000284e+01,4.333333333333333570e+01,4.289999999999999858e+01,4.241666666666667140e+01,4.063333333333333286e+01,3.753333333333333854e+01
1.016666666666666607e+01,2.064999999999999858e+01,2.725000000000000355e+01,3.996666666666666856e+01,4.276666666666666572e+01,4.213333333333333286e+01,4.200000000000000000e+01,4.126666666666666572e+01,4.000000000000000000e+01,3.686666666666666714e+01
1.005000000000000071e+01,2.285000000000000142e+01,3.001666666666666927e+01,4.251666666666666572e+01,4.426666666666666572e+01,4.410000000000000142e+01,4.328333333333333144e+01,4.218333333333333712e+01,4.036666666666666714e+01,3.693333333333333712e+01
