1.469999999999999918e-01,2.384999999999999898e-01,3.331666666666666665e-01,3.863333333333333064e-01,4.189999999999999836e-01,4.278333333333333433e-01,4.356666666666666465e-01,4.430000000000000049e-01
1.933333333333333293e-01,2.736666666666666692e-01,3.481666666666666798e-01,3.843333333333333601e-01,4.081666666666666776e-01,4.211666666666666892e-01,4.316666666666666430e-01,4.378333333333333521e-01
1.509999999999999953e-01,2.633333333333333082e-01,3.513333333333333308e-01,3.851666666666666572e-01,4.131666666666666821e-01,4.288333333333333441e-01,4.396666666666666501e-01,4.420000000000000040e-01
1.416666666666666630e-01,2.454999999999999960e-01,3.190000000000000058e-01,3.526666666666666838e-01,3.890000000000000124e-01,4.001666666666666705e-01,4.213333333333333375e-01,4.174999999999999822e-01
1.531666666666666732e-01,2.631666666666666599e-01,3.336666666666666670e-01,3.823333333333333584e-01,4.251666666666666927e-01,4.339999999999999969e-01,4.428333333333333566e-01,4.445000000000000062e-01
1.774999999999999911e-01,2.566666666666666541e-01,3.311666666666666647e-01,3.945000000000000173e-01,4.226666666666666905e-01,4.406666666666666510e-01,4.486666666666666581e-01,4.491666666666666585e-01
1.733333333333333393e-01,2.678333333333333122e-01,3.474999999999999756e-01,3.905000000000000138e-01,4.144999999999999796e-01,4.323333333333333472e-01,4.338333333333333486e-01,4.344999999999999973e-01
1.539999999999999980e-01,2.596666666666666567e-01,3.443333333333333246e-01,3.955000000000000182e-01,4.146666666666666834e-01,4.233333333333333393e-01,4.328333333333333477e-01,4.318333333333333468e-01
1.726666666666666627e-01,2.651666666666666616e-01,3.136666666666666492e-01,3.811666666666666536e-01,4.068333333333333246e-01,4.183333333333333348e-01,4.199999999999999845e-01,4.249999999999999889e-01
1.325000000000000067e-01,2.633333333333333082e-01,3.400000000000000244e-01,3.831666666666666554e-01,4.064999999999999725e-01,4.241666666666666918e-01,4.339999999999999969e-01,4.363333333333333508e-01
