3.748985496907323522e+00,3.812089572708261986e+00,3.874221953429004550e+00,3.906449125071704387e+00,3.923260329092985721e+00,3.918609212550878240e+00,3.926233478635954732e+00,3.988086443761369893e+00
3.895364974038043826e+00,3.883737959988238231e+00,3.895383538846530769e+00,3.904248523932932535e+00,3.900083967969549370e+00,3.898243292830603224e+00,3.899047570745269198e+00,3.974384782562346619e+00
3.755521957669562205e+00,3.830476599479071709e+00,3.885947537187077749e+00,3.884340356295308716e+00,3.888802285956371563e+00,3.889928350184410633e+00,3.895217418604250526e+00,3.975075146175784724e+00
3.638641146868002885e+00,3.719113123141861266e+00,3.771267137972969863e+00,3.806691989548040667e+00,3.816324658623356569e+00,3.833440049124385851e+00,3.852061306355833992e+00,3.940628371458556156e+00
3.796448500400884996e+00,3.856835266998227318e+00,3.894448457824522869e+00,3.904704182698358395e+00,3.920699396741253118e+00,3.931708844032779204e+00,3.935359225458035404e+00,4.002975887381998277e+00
3.789330308156747762e+00,3.811860099687545134e+00,3.852358222655793085e+00,3.877609691701301209e+00,3.889475077011726789e+00,3.898558868468342098e+00,3.903890800520789739e+00,3.974863921589374627e+00
3.759790619120610522e+00,3.853023459318107857e+00,3.887607179001367541e+00,3.914316721800775056e+00,3.926014855977354223e+00,3.926341575496281600e+00,3.930254519313302275e+00,3.996407162922056777e+00
3.738288497214839801e+00,3.836838241881820544e+00,3.868286886392910517e+00,3.899208565972194229e+00,3.903462067283945292e+00,3.912270912918554444e+00,3.922459238944705273e+00,3.986312074278813178e+00
3.820498908618265244e+00,3.853687493930005648e+00,3.883037886915407633e+00,3.909124930646513008e+00,3.916721028292451834e+00,3.910456411110923902e+00,3.911175867099323522e+00,3.980764898157548082e+00
3.810975046300808078e+00,3.866691650590183826e+00,3.900597623307311856e+00,3.922673033579824775e+00,3.935082812025322951e+00,3.936896906254073514e+00,3.945490451085851724e+00,4.006013645184928862e+00
